dateTime,country,city,region,screenRed,surveyType,purposeProductInfo,purposeBuyFromSite,purposeComparePricing,purposeInfoAndResources,purposeInfoOnOrder,purposeOther,taskFindWhatLookingFor,concernShippingCost,concernDeliverySpeed,concernWarranties,concernEaseToReturnProduct,concernProductSafety,concernRightForMyChild,concernProductQuality,concernProductEffectiveness,concernOther,concernNone,intentWasPlanningToBuy,profile,whenSiteUsed,purchasedBefore,purchasedWhen,productKnewWhatWanted,productSiteHasWhatWanted,purchaseExpectInNextMonth,siteFirstHeardAbout,age,gender,behavNumVisits,behavReferral,behavPageviews,behavHomePage,behavDetailProdA,behavDetailProdB,behavDetailProdC,behavAnySolution,behavAnySale,behavCart,behavConversion
8/22/2014 14:35,United States,Portland,OR,1600x900,At Arrival Only,Products,,,,,,,,,,,,,,,,,,Parent,Never. This is my first visit,,,No,,3,,,,1,Direct,4 to 6,1,1,0,0,0,0,0,0
8/22/2014 14:37,United States,Sanford,ME,1280x800,At Arrival Only,,Buy from this site,,,,,,,,,,,,,,,,No,Parent,In the past month,No,,,,,,,,2,Direct,4 to 6,1,0,1,0,0,0,0,0
8/22/2014 14:45,United States,Cincinnati,OH,1600x900,At Exit,,,Compare pricing,,,,Most or all of it,,Fast delivery,,,,,,Product effectiveness/will it work,,,,Health Professional,Never. This is my first visit,,,Somewhat,Not sure,4,In the past hour,35-44,Female,2,Unbranded Search,1,0,1,0,0,0,0,0,0
8/22/2014 15:07,United States,Houston,TX,1366x768,At Arrival Only,Products,,,Resources,,,,,,,,,,,,,,,Friend/family friend,Never. This is my first visit,,,Somewhat,,4,,,,2,Unbranded Search,10+,0,1,0,0,0,0,0,0
8/22/2014 15:07,United States,Denver,CO,1280x720,At Arrival Only,Products,Buy from this site,Compare pricing,,,,,,,,,,,,,,None / no uncertainties,No,Health Professional,Never. This is my first visit,,,Yes,,4,In the past year,55-64,Female,4,Unbranded Search,10+,0,1,1,1,1,0,0,0
8/22/2014 15:41,United States,Westminster,CO,1024x768,At Arrival Only,,,,Resources,,,,,,,,,,,,,,,Teacher,Never. This is my first visit,,,,,3,,,,1,Unbranded Search,4 to 6,1,0,1,1,0,0,0,0
8/22/2014 17:06,Canada,Cornwall,ON,1680x1050,At Exit,Products,,,,,,Most or all of it,,,,,,,,,,,,Other,Never. This is my first visit,,,Somewhat,"Yes, one of them",4,,35-44,Female,1,Unbranded Search,10+,0,1,0,0,0,0,0,0
8/22/2014 19:18,United States,Deerfield,NH,1280x800,At Exit,,,Compare pricing,,,,Most or all of it,,,,,,,,,,,,Health Professional,Never. This is my first visit,,,Somewhat,"Yes, several of them",3,,55-64,Female,1,Direct,2 to 3,1,0,0,0,0,0,0,0
8/22/2014 20:44,United States,Hamilton,MT,600x960,At Arrival Only,,,,,,Other,,,,,,,,,,,,,Parent,Never. This is my first visit,,,,,4,,,,1,Branded Search,10+,1,0,0,0,0,0,1,1
8/22/2014 20:47,United States,Noblesville,IN,768x1024,At Exit,Products,,Compare pricing,Resources,,,Most or all of it,,,,,,,,,,,,Parent,In the past month,No,,Somewhat,"Yes, several of them",4,,35-44,Female,1,Unbranded Search,7 to 9,0,1,0,0,0,0,0,0
8/22/2014 20:49,United States,Tallahassee,FL,1280x800,At Exit,,Buy from this site,,,,,Most or all of it,,,,,,,,,,,Partially (I was considering it),Parent,Never. This is my first visit,,,Yes,"Yes, one of them",5,,,,1,Unbranded Search,10+,0,0,0,0,1,0,0,0
8/22/2014 21:09,Trinidad and Tobago,San Fernando,10,1280x800,At Exit,,,,,,,Some of it,,,,,,,,,,,,Health Professional,Never. This is my first visit,,,,,3,,,,3,Paid Search,10+,1,1,1,0,0,0,0,0
8/22/2014 21:25,United States,Los Angeles,CA,768x1024,At Exit,,,,Resources,,,Some of it,,,,,,,,,,None / no uncertainties,,Parent,Never. This is my first visit,,,,,4,"Just now, from the website or survey",25-34,Female,1,Unbranded Search,4 to 6,0,0,1,0,0,0,0,0
8/22/2014 21:50,United States,Ballwin,MO,1920x1080,At Arrival Only,Products,,,,,,,,,,,,,,,,,,Parent,Never. This is my first visit,,,No,,,,,,1,Unbranded Search,10+,1,0,1,1,0,0,0,0
8/22/2014 22:43,United States,Carmel,NY,1024x640,At Exit,Products,Buy from this site,Compare pricing,Resources,,,Some of it,,,,,,,,,,,No,Other,Never. This is my first visit,,,No,Not sure,4,In the past hour,65 or older,Female,1,Referred,4 to 6,0,1,1,0,0,0,0,0
8/23/2014 1:53,United States,Los Altos,CA,1680x1050,At Arrival Only,Products,,,,,,,,,,,,,,,,,,Teacher,Never. This is my first visit,,,Somewhat,,3,,,,1,Direct,10+,1,1,0,0,0,0,0,0
8/23/2014 8:02,Japan,Ageo,34,1920x1200,At Arrival Only,Products,,Compare pricing,Resources,,,,,,,,,,,,,,,Parent,Never. This is my first visit,,,Somewhat,,3,,,,2,Unbranded Search,1,0,0,0,0,0,0,0,0
8/23/2014 8:16,United States,Oregon,WI,1366x768,At Arrival and Exit,Products,,,,,,Some of it,,,,,,,,,,,,Person with [condition A],Never. This is my first visit,,,Somewhat,,2,"Just now, from the website or survey",,,1,Unbranded Search,10+,1,1,1,1,0,0,0,0
8/23/2014 8:53,United Kingdom,Hinckley,H5,1280x800,At Arrival and Exit,Products,,,Resources,,,Some of it,,,,,,,,,,,,Relative,Never. This is my first visit,,,Somewhat,,3,"Just now, from the website or survey",55-64,Female,1,Unbranded Search,7 to 9,0,0,0,1,0,0,0,0
8/23/2014 9:15,United States,Duluth,GA,781x439,At Exit,Products,Buy from this site,Compare pricing,,,,Most or all of it,,,,,,,,,,,No,Health Professional,In the past month,No,,Somewhat,"Yes, several of them",4,More than 1 year ago,35-44,Female,1,Unbranded Search,4 to 6,0,0,1,0,0,0,0,0
8/23/2014 9:38,United States,Wichita,KS,768x1024,At Arrival Only,Products,,,,,,,,,,,,,,,,,,Teacher,Never. This is my first visit,,,Yes,,4,,,,1,Social,4 to 6,0,0,1,0,0,0,0,0
8/23/2014 9:55,United States,Cornelius,NC,1024x768,At Arrival Only,Products,Buy from this site,,,,,,,,,,,,,,,,Partially (I was considering it),Parent,In the past month,No,,No,,4,,,,2,Unbranded Search,1,0,0,0,0,0,0,0,0
8/23/2014 11:14,Canada,Sarnia,ON,1920x1200,At Arrival and Exit,Products,,Compare pricing,,,,Most or all of it,,,,,,,,,,,,Parent,In the past year,No,,Somewhat,,3,In the past year,,,1,Social,7 to 9,0,0,0,0,0,0,0,0
8/23/2014 12:46,United States,Concord,NH,1600x900,At Arrival and Exit,Products,Buy from this site,Compare pricing,Resources,,,Some of it,,,,,,,,,,,Partially (I was considering it),Parent,Never. This is my first visit,,,Somewhat,,3,In the past hour,35-44,Female,3,Unbranded Search,10+,0,1,0,0,0,0,0,0
8/23/2014 15:33,United States,Carrboro,NC,1920x1080,At Arrival Only,Products,Buy from this site,,,,,,,,,,,,,,,,Partially (I was considering it),Parent,Never. This is my first visit,,,Somewhat,,3,,,,1,Referred,4 to 6,0,1,0,0,0,0,0,0
8/23/2014 17:09,United States,Parkville,MD,1366x768,At Arrival Only,Products,,,,,,,,,,,,,,,,,,Parent,Never. This is my first visit,,,Somewhat,,3,,,,1,Unbranded Search,2 to 3,0,1,0,0,0,0,0,0
8/23/2014 20:07,United States,Beecher,IL,962x601,At Exit,Products,,Compare pricing,,,,Most or all of it,,,,,,,,,,,,Parent,Never. This is my first visit,,,Somewhat,Not sure,3,"Just now, from the website or survey",35-44,Female,1,Referred,1,0,0,0,0,0,0,0,0
8/23/2014 20:24,United States,Knoxville,TN,1280x800,At Arrival Only,Products,,,,,,,,,,,,,,,,,,Parent,Never. This is my first visit,,,Yes,,3,,,,1,Unbranded Search,10+,0,1,0,0,0,0,0,0
8/23/2014 22:10,United States,Evanston,IL,1280x800,At Arrival Only,Products,Buy from this site,Compare pricing,Resources,Order info,Other,,,,,,,,,,,,Yes,Person with [condition A],Never. This is my first visit,,,,,,,,,1,Unbranded Search,1,1,0,0,0,0,0,0,0
8/23/2014 22:29,Australia,Brisbane,4,1366x768,At Arrival Only,,,,Resources,,,,,,,,,,,,,,,Other,Never. This is my first visit,,,,,,,,,4,Self Referred,2 to 3,0,0,0,0,0,0,0,0
8/23/2014 22:58,United States,Stafford,VA,1024x768,At Arrival and Exit,,,,,,Other,None of it,,,,Ease of returning (if I am not satisfied with product),,Whether this is right for my child,Product durability/quality,,,,,Parent,In the past month,"Yes, once",In the past month,,,2,In the past year,35-44,Female,1,Direct,1,0,0,0,0,0,0,0,0
8/23/2014 23:21,Canada,Windsor,ON,1366x768,At Arrival Only,,Buy from this site,,,,,,,,,,,,,,,,Partially (I was considering it),Parent,Never. This is my first visit,,,Yes,,3,,,,1,Referred,7 to 9,1,0,0,0,0,0,0,0
8/23/2014 23:39,United States,Burlingame,CA,1280x1024,At Arrival Only,,Buy from this site,,,,,,,,,,,,,,,,Yes,Parent,Never. This is my first visit,,,Yes,,3,,,,1,Direct,4 to 6,1,0,0,0,0,0,1,0
8/24/2014 0:28,United States,Las Vegas,NV,768x1024,At Exit,Products,Buy from this site,Compare pricing,Resources,,,Some of it,,,,,,,,,,,No,Relative,In the past month,No,,Yes,"Yes, several of them",2,,,,3,Branded Search,10+,1,0,1,0,0,0,0,0
8/24/2014 10:12,United States,Northridge,CA,1920x1200,At Arrival Only,Products,,Compare pricing,Resources,,,,,,,,,,,,,,,Teacher,Never. This is my first visit,,,Somewhat,,3,,,,2,Unbranded Search,10+,0,1,0,0,0,0,0,0
8/24/2014 10:54,United States,Bay City,MI,1280x800,At Arrival Only,Products,,,,,,,,,,,,,,,,,,Parent,Never. This is my first visit,,,,,,,,,1,Unbranded Search,1,0,1,0,0,0,0,0,0
8/24/2014 12:08,United States,Lenexa,KS,768x1024,At Exit,Products,,,Resources,,Other,,,,,,,,,,,,,0,,,,,,,,,,1,Unbranded Search,2 to 3,1,0,0,0,0,0,0,0
8/24/2014 12:16,United States,Lenexa,KS,768x1024,At Exit,Products,,,Resources,,Other,Some of it,,,,,,,,,,None / no uncertainties,,Health Professional,,,,No,Not sure,,"Just now, from the website or survey",45-54,Female,1,Unbranded Search,2 to 3,1,0,0,0,0,0,0,0
8/24/2014 12:36,United States,Missoula,MT,768x1024,At Arrival Only,,,,Resources,,,,,,,,,,,,,,,Parent,Never. This is my first visit,,,,,4,,,,3,Unbranded Search,10+,0,0,1,0,0,0,0,0
8/24/2014 13:36,United States,Newport News,VA,1024x640,At Exit,Products,,,,,,Most or all of it,,,,,,,,,,,,Teacher,Never. This is my first visit,,,,,,,,,1,Unbranded Search,1,0,0,0,0,0,0,0,0
8/24/2014 14:47,United States,Boulder,CO,1920x1200,At Arrival and Exit,,,,,,Other,None of it,,,,,,,,,,,,Other,Never. This is my first visit,,,,,1,,,,1,Unbranded Search,1,0,1,0,0,0,0,0,0
8/24/2014 15:45,United States,Palatine,IL,1366x768,At Arrival and Exit,Products,,Compare pricing,Resources,,,Most or all of it,Shipping costs,,,,,Whether this is right for my child,,Product effectiveness/will it work,,,,Parent,In the past month,"Yes, more than once",In the past year,Somewhat,,3,More than 1 year ago,35-44,Male,1,Social,4 to 6,1,0,0,0,0,0,0,0
8/24/2014 15:51,United States,Lincoln,MA,1440x900,At Arrival Only,Products,,,,,,,,,,,,,,,,,,Teacher,Never. This is my first visit,,,Yes,,3,,,,1,Unbranded Search,2 to 3,0,0,0,1,0,0,0,0
8/24/2014 17:12,United States,Columbia,MO,1920x1080,At Arrival and Exit,Products,,,,,,Some of it,,,,,,,,,,,,Health Professional,Never. This is my first visit,,,No,,3,,,,1,Unbranded Search,7 to 9,1,0,0,0,0,0,0,0
8/24/2014 18:40,United States,Santa Clarita,CA,1280x800,At Exit,,Buy from this site,,,,,Most or all of it,,,,,,,,,,,Yes,Parent,In the past month,"Yes, once",In the past year,Yes,"Yes, several of them",3,In the past year,35-44,Female,1,Direct,10+,1,1,0,0,0,0,1,1
8/24/2014 19:19,United States,Bloomfield,NJ,1280x800,At Arrival Only,,Buy from this site,,,,,,,,,,,,,,,,Yes,Parent,In the past year,"Yes, more than once",In the past year,Yes,,,,,,1,Direct,10+,1,1,1,0,0,0,1,1
8/24/2014 19:51,United States,Eureka,CA,1280x800,At Arrival and Exit,Products,,,,,,Some of it,,,,,,,,Product effectiveness/will it work,,,,Parent,In the past month,No,,Yes,,3,,25-34,Female,2,Direct,10+,1,1,0,0,0,0,0,0
8/24/2014 19:51,United States,Clayton,NC,1024x600,At Arrival Only,Products,,,Resources,,,,,,,,,,,,,,,Relative,Never. This is my first visit,,,No,,3,,,,1,Referred,2 to 3,0,0,0,0,0,0,0,0
8/24/2014 19:58,United States,Lodi,CA,1440x900,At Arrival Only,Products,Buy from this site,,Resources,,,,,,,,,,,,,,Partially (I was considering it),Parent,Never. This is my first visit,,,No,,3,,,,1,Unbranded Search,10+,0,1,1,0,1,0,0,0
8/24/2014 21:09,United States,,,1366x768,At Arrival and Exit,Products,,,,,,Most or all of it,,,,,,Whether this is right for my child,,Product effectiveness/will it work,,,,Parent,Never. This is my first visit,,,Somewhat,,3,"Just now, from the website or survey",25-34,Female,1,Referred,1,0,0,0,0,0,0,0,0
8/24/2014 21:11,United States,,,1366x768,At Arrival Only,Products,,Compare pricing,Resources,,,,,,,,,,,,,,,Relative,Never. This is my first visit,,,,,,,,,1,Unbranded Search,10+,1,1,0,0,0,0,1,1
8/24/2014 21:28,United States,Owensboro,KY,1600x900,At Exit,,,Compare pricing,,,,Most or all of it,Shipping costs,Fast delivery,,,,,,,,,,Relative,Never. This is my first visit,,,No,"Yes, several of them",3,"Just now, from the website or survey",45-54,Female,1,Unbranded Search,1,0,0,0,0,0,0,0,0
8/24/2014 21:32,United States,Sun City,CA,1366x768,At Arrival Only,Products,Buy from this site,,Resources,,,,,,,,,,,,,,Partially (I was considering it),Health Professional,Never. This is my first visit,,,No,,3,,,,1,Unbranded Search,7 to 9,0,0,0,0,1,0,0,0
8/24/2014 21:36,United States,Duluth,GA,1280x800,At Exit,Products,,,,,,Some of it,Shipping costs,,,,,,,,,,,Health Professional,Never. This is my first visit,,,Somewhat,"Yes, one of them",3,In the past year,25-34,Female,1,Unbranded Search,7 to 9,1,0,0,0,0,0,0,0
8/24/2014 21:51,United States,Portland,OR,768x1024,At Arrival Only,Products,,,,,,,,,,,,,,,,,,Teacher,In the past year,"Yes, more than once",In the past year,Yes,,4,,,,1,Unbranded Search,4 to 6,0,0,0,1,1,0,0,0
8/24/2014 21:55,United States,Muskegon,MI,1024x600,At Arrival Only,Products,,,Resources,,,,,,,,,,,,,,,Parent,Never. This is my first visit,,,Somewhat,,3,,,,2,Direct,1,1,0,0,0,0,0,0,0
8/24/2014 23:20,United States,Washington,PA,768x1024,At Exit,Products,,,,,Other,Some of it,,,,,,,,,,,,Parent,Never. This is my first visit,,,,,,,,,2,Social,7 to 9,1,0,0,0,0,1,0,0
8/24/2014 23:53,United States,Georgetown,TX,1440x900,At Arrival Only,Products,,,,,,,,,,,,,,,,,,Parent,Never. This is my first visit,,,No,,3,,,,1,Unbranded Search,10+,1,1,0,0,1,0,0,0
8/25/2014 2:16,United States,Somerset,PA,534x854,At Arrival Only,,Buy from this site,,,,,,,,,,,,,,,,Partially (I was considering it),Relative,In the past month,No,,Somewhat,,3,,,,3,Direct,10+,1,1,1,1,1,0,1,0
8/25/2014 2:52,Canada,Airdrie,AB,1280x800,At Arrival and Exit,Products,,,,,,Most or all of it,Shipping costs,,,,Product safety,,,Product effectiveness/will it work,,,,Other,Never. This is my first visit,,,No,,3,In the past hour,35-44,Female,2,Unbranded Search,4 to 6,1,0,0,0,1,0,0,0
8/25/2014 2:59,Australia,Brisbane,4,1920x1080,At Exit,Products,,,,,,Most or all of it,,,,,,,,,,,,Parent,Never. This is my first visit,,,Somewhat,"Yes, several of them",2,,,,1,Unbranded Search,7 to 9,0,1,0,0,0,0,0,0
8/25/2014 4:11,United States,Corning,CA,1280x798,At Arrival Only,Products,,,,,,,,,,,,,,,,,,Teacher,Never. This is my first visit,,,No,,3,,,,1,Unbranded Search,1,0,0,0,0,0,0,0,0
8/25/2014 5:55,United Kingdom,,,768x1024,At Exit,Products,,,,,,Some of it,,,,,,,,,,,,Parent,Never. This is my first visit,,,No,,2,,,,1,Unbranded Search,2 to 3,0,0,0,1,0,0,0,0
8/25/2014 9:48,United States,Fort Lauderdale,FL,2560x1440,At Arrival Only,Products,,Compare pricing,,,,,,,,,,,,,,,,Parent,Never. This is my first visit,,,,,,,,,1,Unbranded Search,2 to 3,0,0,1,0,0,0,0,0
8/25/2014 10:28,Malaysia,Batu Caves,12,1920x1080,At Exit,,Buy from this site,,,,,Most or all of it,,,,,,,,,Other,,Yes,Health Professional,In the past month,"Yes, once",In the past month,Yes,"Yes, one of them",3,In the past year,Prefer not to answer,Prefer not to answer,5,Self Referred,10+,1,0,0,0,0,1,1,0
8/25/2014 10:42,United States,San Angelo,TX,1366x768,At Arrival and Exit,Products,,,Resources,,,Most or all of it,,,,,,,,Product effectiveness/will it work,,,,Person with [condition A],In the past year,No,,Somewhat,,3,More than 1 year ago,45-54,Female,1,Unbranded Search,7 to 9,0,1,0,0,0,0,0,0
8/25/2014 11:52,United States,Amarillo,TX,768x1024,At Arrival Only,Products,,,,,,,,,,,,,,,,,,Parent,Never. This is my first visit,,,Somewhat,,3,,,,1,Unbranded Search,10+,1,1,0,0,0,0,0,0
8/25/2014 12:15,United States,Hollywood,SC,1366x768,At Arrival Only,Products,,Compare pricing,,,,,,,,,,,,,,,,Person with [condition A],Never. This is my first visit,,,Yes,,3,,,,2,Referred,10+,0,1,1,1,0,0,0,0
8/25/2014 12:49,United States,Tallahassee,FL,1366x768,At Arrival and Exit,Products,,,Resources,,,Most or all of it,,,,,,,,,,,,Teacher,In the past month,"Yes, once",In the past year,Somewhat,,3,More than 1 year ago,45-54,Female,1,Direct,2 to 3,0,0,0,0,0,0,0,0
8/25/2014 13:26,United States,Norfolk,VA,1024x768,At Exit,Products,,,,,,Most or all of it,,,,,,,,,,None / no uncertainties,,Health Professional,In the past month,"Yes, more than once",In the past month,Somewhat,"Yes, several of them",4,More than 1 year ago,Prefer not to answer,Prefer not to answer,1,Direct,1,0,0,0,0,0,0,0,0
8/25/2014 13:39,United States,Portland,OR,1280x800,At Exit,Products,,,,,,Most or all of it,,,,,,,,,,,,Teacher,In the past month,"Yes, more than once",In the past year,No,"Yes, one of them",2,,,,1,Direct,4 to 6,0,1,0,0,0,1,0,0
8/25/2014 13:42,United States,Columbia,MO,1280x1024,At Exit,Products,,,,,,Most or all of it,,,,,,,,,,None / no uncertainties,,Health Professional,Never. This is my first visit,,,No,Not sure,3,More than 1 year ago,35-44,Female,1,Email,2 to 3,0,0,0,0,0,0,0,0
8/25/2014 13:45,United States,Denver,CO,1680x1050,At Exit,Products,,,,,,None of it,Shipping costs,,,,,Whether this is right for my child,,Product effectiveness/will it work,,,,Parent,In the past year,"Yes, once",More than a year ago,No,"Yes, one of them",2,More than 1 year ago,35-44,Female,1,Direct,1,0,0,0,0,0,0,0,0
8/25/2014 13:53,United States,Houston,TX,1438x808,At Arrival and Exit,Products,,Compare pricing,,,,Most or all of it,,,,,,Whether this is right for my child,,Product effectiveness/will it work,,,,Health Professional,In the past year,"Yes, more than once",In the past year,Yes,,3,More than 1 year ago,35-44,Female,1,Branded Search,2 to 3,1,0,0,0,0,0,0,0
8/25/2014 13:53,United States,Northampton,MA,768x1024,At Exit,,Buy from this site,,,,,None of it,,,,,,,,,,,Yes,Parent,Never. This is my first visit,,,Yes,Not sure,4,In the past week,45-54,Female,4,Direct,1,0,0,0,0,0,0,1,0
8/25/2014 14:26,United States,Rochester,NY,1680x1050,At Arrival and Exit,Products,Buy from this site,,Resources,,,Most or all of it,,,,,,,,,,,Partially (I was considering it),Relative,In the past month,"Yes, more than once",In the past year,Somewhat,,3,,,,3,Direct,1,0,0,0,0,0,0,0,0
8/25/2014 14:39,United States,Saint Louis,MO,1280x800,At Arrival and Exit,,Buy from this site,Compare pricing,,,,Most or all of it,,,Warranties/product guarantees,Ease of returning (if I am not satisfied with product),,,,,,,No,Teacher,In the past year,"Yes, more than once",More than a year ago,Somewhat,,3,More than 1 year ago,45-54,Female,3,Self Referred,0,0,0,0,0,0,0,0,0
8/25/2014 14:40,United States,Houston,TX,1920x1200,At Exit,,,,,,,Most or all of it,,,,,,,,,,,,Parent,More than a year ago,No,,,,4,More than 1 year ago,,,1,Direct,10+,0,0,0,0,1,0,0,0
8/25/2014 15:07,United States,,,1920x1200,At Exit,Products,,Compare pricing,Resources,,,Most or all of it,,,,,,,,,,,,Parent,In the past year,No,,,,,,,,1,Self Referred,1,0,0,0,0,0,0,0,0
8/25/2014 15:09,United States,Mansfield,TX,1280x800,At Arrival and Exit,Products,,,,,,Most or all of it,,,,,,,,,,,,Health Professional,In the past month,"Yes, more than once",,Somewhat,,3,,,,1,Direct,7 to 9,1,0,1,0,0,0,0,0
8/25/2014 15:22,United States,Portland,TN,1920x1080,At Exit,Products,,Compare pricing,Resources,,,Some of it,,,,,,,,,,,,Relative,Never. This is my first visit,,,,,,,,,1,Direct,7 to 9,0,0,0,0,0,0,0,0
8/25/2014 15:33,United States,Ness City,KS,1280x800,At Arrival Only,Products,,Compare pricing,,,,,,,,,,,,,,,,Teacher,In the past year,"Yes, once",In the past year,Somewhat,,3,,,,1,Unbranded Search,10+,0,1,1,0,0,0,0,0
8/25/2014 15:34,Germany,Kaiserslautern,8,1280x800,At Arrival and Exit,Products,,,,,,Most or all of it,,,,,,,,,,,,Parent,Never. This is my first visit,,,Somewhat,,3,In the past hour,,,1,Unbranded Search,10+,1,1,0,0,0,0,0,0
8/25/2014 15:34,United States,Tucson,AZ,1600x900,At Arrival and Exit,Products,,,Resources,,,Some of it,,,,,,,,,,,,Parent,Never. This is my first visit,,,No,,3,"Just now, from the website or survey",35-44,Female,1,Referred,7 to 9,0,0,0,0,1,0,0,0
8/25/2014 15:56,United States,Silver Spring,MD,1280x1024,At Exit,Products,,,,,,Most or all of it,,,,,,,,,,,,Teacher,In the past month,"Yes, more than once",More than a year ago,Somewhat,"Yes, several of them",4,,,,1,Direct,2 to 3,0,0,0,0,0,1,0,0
8/25/2014 16:03,United States,Brentwood,TN,1440x900,At Arrival Only,Products,Buy from this site,,,,,,,,,,,,,,,,Partially (I was considering it),Parent,Never. This is my first visit,,,Somewhat,,4,,,,3,Self Referred,10+,0,0,1,1,0,0,0,0
8/25/2014 16:07,United States,Upper Darby,PA,1366x768,At Arrival and Exit,Products,,Compare pricing,Resources,,,Most or all of it,,,,,,Whether this is right for my child,,Product effectiveness/will it work,,,,Parent,,,,Somewhat,,3,In the past year,35-44,Female,2,Direct,2 to 3,0,0,0,0,0,0,0,0
8/25/2014 16:18,United States,Auburn,CA,1366x768,At Arrival Only,Products,Buy from this site,Compare pricing,,,,,,,,,,,,,,,Partially (I was considering it),Other,Never. This is my first visit,,,Somewhat,,3,,,,1,Unbranded Search,1,0,0,0,0,0,0,0,0
8/25/2014 16:40,United States,Denver,CO,1280x800,At Arrival Only,Products,Buy from this site,Compare pricing,Resources,,,,,,,,,,,,,,Partially (I was considering it),Parent,In the past year,"Yes, more than once",More than a year ago,Yes,,3,,,,2,Direct,7 to 9,0,1,0,0,0,0,0,0
8/25/2014 16:41,Canada,Richmond,BC,1680x1050,At Arrival Only,Products,,Compare pricing,Resources,,,,,,,,,,,,,,,Parent,Never. This is my first visit,,,No,,3,,,,1,Direct,10+,0,0,0,0,1,0,0,0
8/25/2014 16:44,United States,Haxtun,CO,1366x768,At Exit,Products,,,,,,Most or all of it,,,,,,,,,,None / no uncertainties,,Health Professional,In the past month,"Yes, more than once",In the past year,Somewhat,"Yes, several of them",4,More than 1 year ago,55-64,Female,2,Direct,2 to 3,0,0,0,0,0,0,0,0
8/25/2014 16:44,United States,North Bend,WA,1920x1080,At Arrival Only,Products,,,,,,,,,,,,,,,,,,Parent,Never. This is my first visit,,,Yes,,3,,,,1,Referred,2 to 3,1,0,0,1,0,0,0,0
8/25/2014 16:49,United States,Mandeville,LA,1920x1080,At Arrival Only,,,Compare pricing,,,,,,,,,,,,,,,,Parent,Never. This is my first visit,,,Somewhat,,3,,,,1,Direct,7 to 9,1,0,1,0,0,0,0,0
8/25/2014 16:59,United States,Naperville,IL,1280x800,At Arrival Only,Products,,,,,,,,,,,,,,,,,,Parent,Never. This is my first visit,,,Somewhat,,3,,,,1,Direct,10+,1,0,1,1,0,1,0,0
8/25/2014 16:59,United States,Denver,CO,768x1024,At Arrival and Exit,Products,,,,,,Most or all of it,,,,,,,,,,,,Parent,In the past year,"Yes, more than once",In the past year,Yes,,3,More than 1 year ago,35-44,Female,1,Direct,1,0,0,0,0,0,0,0,0
8/25/2014 17:35,United States,Modesto,CA,1920x1080,At Arrival Only,,,,Resources,,,,,,,,,,,,,,,Friend/family friend,Never. This is my first visit,,,,,3,,,,1,Unbranded Search,10+,1,1,0,0,0,0,0,0
8/25/2014 18:04,United States,Rockford,IL,1680x1050,At Exit,Products,,,,,,Most or all of it,,,,,,,,,,,,Health Professional,In the past year,"Yes, once",In the past year,,,,,,,1,Unbranded Search,4 to 6,1,0,0,0,0,0,0,0
8/25/2014 18:06,Australia,Wodonga,7,1438x808,At Arrival Only,,Buy from this site,,,,,,,,,,,,,,,,Partially (I was considering it),Teacher,In the past year,"Yes, once",In the past year,No,,4,,,,1,Email,10+,0,0,0,0,0,0,1,0
8/25/2014 19:03,United States,Albany,NY,1518x853,At Arrival Only,Products,Buy from this site,Compare pricing,,,,,,,,,,,,,,,Partially (I was considering it),Relative,Never. This is my first visit,,,Somewhat,,3,,,,4,Unbranded Search,10+,0,0,0,0,0,0,0,0
8/25/2014 19:59,United States,New York,NY,768x1024,At Exit,Products,,,,,,Some of it,,,,,,Whether this is right for my child,,,,,,Parent,In the past year,"Yes, once",In the past year,No,"Yes, several of them",4,More than 1 year ago,35-44,Female,1,Direct,1,0,0,0,0,0,0,0,0
8/25/2014 20:09,United States,Tempe,AZ,1366x768,At Arrival Only,Products,,,Resources,,,,,,,,,,,,,,,Teacher,In the past year,No,,Somewhat,,4,,,,5,Self Referred,4 to 6,0,1,0,0,0,0,1,0
8/25/2014 20:10,United States,New Hyde Park,NY,1280x768,At Exit,Products,,,,,,Some of it,,,,,,,,,,,,Parent,Never. This is my first visit,,,,,,,,,1,Unbranded Search,2 to 3,0,0,1,0,0,0,0,0
8/25/2014 20:37,Canada,Moncton,NB,1600x900,At Exit,Products,,,Resources,,,,Shipping costs,,,,,Whether this is right for my child,,,,,,Other,Never. This is my first visit,,,Somewhat,"Yes, several of them",2,"Just now, from the website or survey",45-54,Female,1,Unbranded Search,10+,0,1,0,0,0,0,0,0
8/25/2014 20:41,United States,Austin,TX,1455x818,At Arrival Only,,,,Resources,,,,,,,,,,,,,,,Other,Never. This is my first visit,,,,,1,,,,1,Direct,1,0,0,0,0,0,0,0,0
8/25/2014 21:01,United States,Painesville,OH,768x1024,At Exit,Products,,,,,,Some of it,,,,,,,,,,,,Parent,Never. This is my first visit,,,Yes,Not sure,3,,,,1,Unbranded Search,1,0,0,0,0,0,0,0,0
8/25/2014 21:04,United States,Bonney Lake,WA,1440x900,At Exit,Products,,,,,,Most or all of it,,,,,,,,,,,,Parent,Never. This is my first visit,,,Yes,"Yes, several of them",3,In the past hour,35-44,Female,1,Unbranded Search,7 to 9,0,0,0,0,0,0,0,0
8/25/2014 21:49,United States,Miami,FL,1680x1050,At Arrival Only,,Buy from this site,,,,,,,,,,,,,,,,Yes,Parent,Never. This is my first visit,,,Yes,,4,,,,6,Branded Search,10+,1,1,1,1,0,0,1,0
