"satCleanRoom","satCleanBath","satCleanCommon","satFrontStaff","satDiningStaff","satHouseStaff","satValetStaff","satPerks","satRoomPrice","satDiningPrice","satWifiPrice","satParkingPrice","satCity","satCloseTransp","satCloseEvents","satPoints","satRecognition","satOverall","distanceTraveled","nightsStayed","visitPurpose","avgRoomSpendPerNight","avgFoodSpendPerNight","avgWifiSpendPerNight","eliteStatus"
5,4,4,6,5,7,5,7,4,4,5,4,5,5,5,6,5,5,403,2,"Business",134,10,4.975,"Platinum"
5,3,4,5,3,4,3,5,6,4,6,6,4,4,6,5,4,4,355,10,"Business",149,25.26,11.16,"Silver"
4,3,3,4,5,6,5,6,5,2,5,2,2,3,3,5,4,4,124,4,"Concert",174,24.64,4.975,"Silver"
3,5,3,2,2,3,3,3,3,3,3,5,2,5,2,2,3,4,558,2,"SportsEvent",169,50.86,9.95,"NoStatus"
4,3,3,3,3,4,4,3,4,2,3,2,3,3,4,5,4,4,156,2,"SportsEvent",184,54.36,7.95,"NoStatus"
3,4,3,3,5,2,3,5,2,4,5,6,4,3,4,3,2,4,365,7,"Concert",156.142857142857,15.68,2.27142857142857,"Silver"
5,6,4,4,3,4,4,3,7,3,5,4,6,5,6,3,4,3,665,4,"SportsEvent",169,58.97,8.975,"NoStatus"
6,5,6,3,3,4,3,2,4,2,2,3,4,3,3,2,2,3,1629,6,"SportsEvent",175.666666666667,16.44,13.7833333333333,"NoStatus"
4,4,3,3,4,6,3,4,3,3,5,5,4,2,3,4,3,2,380,6,"Vacation",160.666666666667,7.31,5.63333333333333,"Silver"
5,4,5,4,3,4,4,5,2,3,4,4,5,3,3,4,5,4,597,6,"OtherOrMixed",140.666666666667,28.75,7.125,"NoStatus"
3,4,2,3,3,3,1,4,2,4,4,5,3,4,4,4,4,3,228,7,"Business",160.428571428571,5,3.40714285714286,"Silver"
4,4,4,4,5,5,3,3,4,2,4,4,3,4,5,4,4,4,581,1,"SportsEvent",149,10,12.95,"NoStatus"
6,6,4,6,3,5,4,5,4,3,5,5,5,5,4,5,3,6,4392,2,"SportsEvent",164,20.69,3.975,"Silver"
3,3,3,3,3,4,4,4,3,4,3,4,3,3,3,4,2,3,495,1,"Conference",159,10,12.95,"Silver"
5,5,4,6,4,6,4,6,2,5,3,6,7,3,6,5,5,5,717,1,"Conference",149,38.08,7.95,"Silver"
6,5,5,5,4,5,2,5,4,4,4,6,5,6,5,5,5,5,389,4,"Business",139,11.96,4.475,"NoStatus"
4,4,5,3,2,4,3,4,5,3,4,4,2,3,4,5,3,5,961,2,"Vacation",149,5,3.975,"Platinum"
5,4,3,3,3,3,3,6,5,5,4,5,2,3,1,5,4,4,1057,7,"Business",167.571428571429,15,4.82142857142857,"Silver"
3,3,1,2,3,4,3,3,5,3,4,4,2,3,1,5,3,3,953,2,"Business",159,24.19,3.975,"Gold"
5,6,5,6,5,3,5,4,3,4,5,5,5,4,6,4,4,5,327,2,"Concert",164,10,9.975,"Gold"
5,4,2,3,4,5,3,6,3,5,2,6,5,6,6,4,4,4,529,1,"OtherOrMixed",149,15,7.95,"Silver"
2,4,4,4,4,1,2,3,3,4,4,4,5,5,6,3,4,3,1434,4,"SportsEvent",124,33.14,4.475,"NoStatus"
5,5,6,4,4,4,5,5,3,4,4,3,2,3,5,5,5,5,194,1,"OtherOrMixed",169,65.32,5,"Gold"
2,4,5,5,4,3,6,5,2,3,4,2,5,5,6,3,4,4,2149,1,"Conference",159,5,5,"NoStatus"
4,5,4,6,5,5,3,6,5,5,4,6,6,5,5,5,5,5,1725,2,"Business",124,52.24,8.975,"Platinum"
4,2,4,3,3,4,4,4,5,4,4,4,3,6,4,4,4,4,130,1,"OtherOrMixed",159,5,5,"Gold"
4,4,3,4,5,5,4,4,3,4,3,5,4,4,6,2,3,4,1905,3,"SportsEvent",152.333333333333,5,9.3,"NoStatus"
4,3,6,4,3,3,2,5,5,4,5,4,4,5,5,5,5,4,1010,2,"Conference",149,5,3.975,"NoStatus"
4,3,3,2,3,4,3,3,5,3,3,3,1,3,4,2,2,3,688,4,"SportsEvent",149,10,11.4625,"Silver"
3,3,3,4,4,5,3,5,6,3,6,6,4,5,4,5,6,6,137,2,"Business",139,5,4.975,"Platinum"
5,4,3,4,4,4,2,4,4,4,2,5,3,5,4,3,4,5,511,1,"Vacation",139,10,5,"Silver"
4,5,3,6,5,6,3,5,4,4,5,4,5,4,5,4,4,4,350,9,"OtherOrMixed",156.777777777778,43.02,5.73888888888889,"Silver"
3,4,3,2,3,7,5,3,4,3,2,3,3,2,3,2,1,2,80,1,"SportsEvent",199,5,0,"NoStatus"
5,5,4,5,3,5,3,5,3,3,5,5,3,5,4,4,4,4,1047,3,"Business",169,10.73,2.65,"Gold"
4,3,5,3,3,3,4,3,4,5,4,5,5,5,4,3,3,3,36,3,"SportsEvent",152.333333333333,10,0,"NoStatus"
4,4,4,5,3,6,5,6,4,5,5,4,4,5,3,5,5,6,1088,5,"OtherOrMixed",137,23.64,5.17,"Silver"
4,4,4,5,3,7,4,5,5,5,4,5,5,4,6,4,5,5,420,2,"Conference",149,15.55,7.475,"Platinum"
3,3,3,4,5,4,3,5,3,3,5,4,5,5,5,4,4,4,495,2,"Business",159,0,6.45,"Gold"
2,4,4,3,3,5,2,3,4,3,4,4,4,4,6,4,4,4,109,4,"Concert",166.5,42.95,11.9625,"Silver"
2,4,4,4,3,4,3,5,5,6,5,6,4,4,4,4,4,4,2617,1,"Concert",159,10,9.95,"Silver"
4,5,5,4,4,3,4,4,4,5,4,6,4,5,4,5,4,4,253,5,"Conference",137,11.62,10.57,"Gold"
5,6,5,5,2,6,4,4,5,4,5,6,7,4,5,4,4,2,1095,1,"Vacation",119,10,5,"Silver"
6,5,5,4,4,4,4,3,5,5,4,4,5,7,7,3,3,4,283,3,"Vacation",162.333333333333,10,3.31666666666667,"Silver"
3,3,1,3,2,5,2,3,4,5,4,3,4,4,5,3,3,5,95,4,"OtherOrMixed",139,46.32,13.2,"NoStatus"
3,4,3,4,4,3,4,3,2,3,2,4,4,6,4,4,4,4,343,7,"SportsEvent",140.428571428571,17.62,4.11428571428571,"NoStatus"
3,3,2,3,3,2,3,4,4,5,3,5,4,2,5,5,4,5,227,10,"Concert",148,29.99,5.865,"NoStatus"
3,3,4,4,4,5,6,5,3,3,5,5,3,5,4,4,4,5,1128,10,"Business",153,42.48,11.365,"NoStatus"
3,4,4,4,3,3,3,4,3,3,5,3,3,4,2,5,5,4,274,4,"Conference",156.5,26.99,8.95,"Gold"
4,4,3,3,4,5,3,4,5,4,4,5,3,3,4,3,5,4,296,6,"Vacation",164,40.56,5.13333333333333,"NoStatus"
3,3,4,4,3,4,5,3,3,3,5,4,3,4,3,4,4,3,615,4,"Concert",154,5,1.9875,"NoStatus"
3,5,5,6,5,6,4,6,3,7,4,5,5,7,5,6,3,6,100,4,"Business",141.5,40.42,6.9625,"Gold"
2,3,4,4,4,4,5,3,3,4,2,4,3,5,2,4,5,4,508,1,"OtherOrMixed",159,10,9.95,"NoStatus"
3,4,4,4,4,5,4,5,5,4,5,3,3,3,3,3,5,4,463,2,"Business",169,43.89,8.95,"Gold"
3,3,3,2,3,5,3,1,2,2,3,3,3,3,3,2,1,4,27,5,"SportsEvent",155,12.19,11.76,"NoStatus"
3,4,4,2,4,2,3,4,4,3,5,3,3,5,5,5,5,3,132,2,"Concert",149,42.52,13.95,"Gold"
5,5,4,3,5,5,4,5,3,4,4,5,4,3,4,5,5,3,1031,5,"OtherOrMixed",147,14.38,7.56,"Silver"
3,4,3,3,3,2,3,4,4,4,4,5,5,6,2,5,5,3,356,2,"Business",149,5,13.95,"Gold"
5,3,4,4,3,6,3,4,3,3,3,5,5,5,4,4,4,5,1212,2,"Concert",149,5,4.975,"Silver"
2,4,3,3,4,5,4,3,5,4,3,5,3,4,4,2,2,4,330,7,"Vacation",151.857142857143,18.29,8.55,"NoStatus"
4,4,5,3,2,1,4,2,4,4,2,4,5,4,6,2,2,3,875,1,"SportsEvent",139,10,0,"NoStatus"
4,3,3,4,4,6,1,4,4,5,5,6,3,4,3,4,4,5,716,3,"Business",152.333333333333,5,5.3,"Silver"
2,3,2,4,2,4,4,5,4,3,4,2,3,3,3,5,4,4,1081,2,"Conference",159,5,4.975,"NoStatus"
3,4,2,2,3,4,4,5,3,3,5,2,2,4,4,5,5,5,357,4,"Business",174,5,9.475,"Gold"
3,5,3,4,3,4,2,3,4,2,5,4,6,6,6,4,4,3,967,7,"Business",160.428571428571,7.19,2.12857142857143,"NoStatus"
4,4,3,5,5,7,5,4,2,5,3,4,4,5,5,3,3,4,156,2,"Vacation",139,10,5,"NoStatus"
5,5,3,4,4,4,3,4,4,4,4,5,7,3,5,3,3,5,244,1,"Concert",149,40.53,12.95,"Silver"
3,6,3,5,4,6,6,5,5,6,6,6,5,3,4,4,4,5,2549,2,"OtherOrMixed",139,26.52,3.975,"Gold"
4,4,4,3,4,5,3,4,2,3,2,3,3,4,4,3,4,3,143,2,"Conference",149,5,8.95,"NoStatus"
3,5,3,3,5,6,3,5,1,3,1,4,3,3,3,3,3,3,324,2,"Vacation",149,54.67,6.45,"NoStatus"
7,5,5,6,5,5,4,6,5,7,5,7,4,5,4,6,7,6,624,2,"Business",154,42.61,12.95,"Platinum"
2,3,4,3,3,6,2,3,2,3,3,4,2,4,3,2,3,2,1614,5,"SportsEvent",153,44.24,5.17,"NoStatus"
7,5,4,4,2,4,6,5,4,4,4,4,5,3,5,4,3,3,621,2,"Concert",159,5,7.95,"NoStatus"
4,5,3,4,3,4,2,5,4,4,3,4,5,6,4,5,3,2,690,2,"Conference",159,5,5,"NoStatus"
6,6,5,6,6,5,4,6,4,6,6,4,5,3,4,7,5,6,222,9,"Business",144.555555555556,18.88,12.1777777777778,"Silver"
5,4,3,5,3,6,3,4,5,2,5,5,4,5,4,5,5,5,1673,6,"Business",162.333333333333,5,7.975,"Platinum"
3,4,3,2,5,6,4,3,5,3,4,4,3,5,3,4,2,3,1554,4,"SportsEvent",174,5,10.7125,"NoStatus"
5,5,4,4,4,5,5,5,4,3,5,3,3,4,3,3,3,3,579,3,"Vacation",165.666666666667,10,4.3,"NoStatus"
2,2,3,2,3,5,3,3,3,4,5,4,3,5,4,3,3,2,167,1,"SportsEvent",129,33.09,7.95,"NoStatus"
2,4,4,3,3,4,2,5,4,4,4,6,5,3,4,4,6,4,768,2,"Business",139,43.62,6.45,"Gold"
5,4,4,3,3,4,3,2,4,5,4,4,4,6,4,4,3,3,95,3,"Concert",169,78.02,10.3,"NoStatus"
5,6,4,6,6,7,5,5,4,3,5,4,6,4,6,5,4,7,1434,1,"Concert",199,10,14.95,"Silver"
5,5,2,5,5,5,5,5,2,4,3,5,4,3,4,6,3,5,1440,7,"Conference",150.428571428571,19.54,2.97857142857143,"Gold"
3,5,4,4,3,5,3,5,4,5,4,5,3,3,6,5,4,3,77,4,"Vacation",159,16.91,9.475,"Silver"
4,3,2,5,4,2,4,5,4,3,5,3,3,5,3,5,5,3,644,2,"Vacation",184,5,8.95,"NoStatus"
4,3,1,4,3,5,3,4,2,3,3,3,3,4,4,3,3,3,609,2,"Business",184,23.33,4.975,"Silver"
2,3,2,4,3,3,4,4,1,3,2,4,5,5,5,3,4,3,239,12,"SportsEvent",137.333333333333,7.24,5.3,"NoStatus"
3,3,2,4,3,3,3,5,5,4,5,6,4,4,5,5,4,6,406,4,"OtherOrMixed",156.5,51.01,8.975,"Gold"
5,5,6,4,4,4,4,5,4,5,5,4,5,2,4,6,5,5,1246,6,"Business",157.333333333333,25.84,10.6333333333333,"Platinum"
3,3,5,3,2,3,4,3,4,3,5,4,4,5,4,4,4,4,647,4,"Vacation",154,60.53,8.45,"Gold"
5,4,3,5,4,6,3,6,5,6,7,6,4,5,4,6,4,4,182,4,"Business",146.5,5,10.2125,"Platinum"
5,5,4,4,4,4,4,3,3,4,4,4,3,4,4,3,3,3,595,3,"Concert",189,5,5.96666666666667,"NoStatus"
4,3,3,5,4,5,4,4,4,2,4,6,4,5,4,4,5,4,641,3,"OtherOrMixed",132.333333333333,10.43,7.65,"Gold"
7,3,4,4,3,6,3,5,5,2,5,4,3,4,5,4,4,4,711,4,"Business",166.5,8.59,10.9625,"Silver"
3,3,6,4,4,6,3,5,3,2,3,3,3,5,5,5,5,5,762,2,"OtherOrMixed",169,5,5,"Gold"
5,5,4,3,3,5,4,5,5,4,3,4,2,4,3,5,5,3,2118,7,"Conference",150.428571428571,33.55,7.97857142857143,"Gold"
4,4,3,4,3,5,2,4,3,5,3,5,6,4,6,3,5,4,1305,1,"OtherOrMixed",139,62.19,0,"Silver"
4,4,3,3,3,4,3,3,4,2,4,3,3,4,3,3,3,3,974,1,"SportsEvent",159,0,7.95,"NoStatus"
5,5,3,4,4,4,3,3,4,2,4,5,4,5,3,3,4,5,577,8,"Concert",140.25,43.26,7.20625,"NoStatus"
5,4,5,4,3,3,2,4,5,5,5,5,5,5,4,5,6,6,234,2,"OtherOrMixed",159,15,0,"Platinum"
5,5,3,4,3,5,5,5,4,3,5,4,5,5,6,5,5,3,645,8,"Business",162.75,38,10.5875,"Gold"
5,4,3,3,4,5,4,5,4,4,4,5,3,3,3,3,4,4,540,1,"SportsEvent",139,80.56,7.95,"NoStatus"
5,5,4,5,4,7,3,5,4,5,5,6,3,5,3,5,5,5,810,6,"Vacation",145.666666666667,11.95,11.7916666666667,"Gold"
4,5,3,4,3,5,3,3,3,3,5,4,5,6,5,2,2,4,839,5,"Concert",155,66.24,6.16,"NoStatus"
4,4,4,5,5,5,3,4,5,3,4,5,5,6,4,3,3,5,317,1,"OtherOrMixed",149,0,9.95,"Silver"
3,4,3,5,4,5,4,5,5,4,4,5,3,3,4,5,3,4,1480,4,"Vacation",149,21.16,3.725,"Silver"
4,5,4,3,5,5,4,2,5,3,3,6,3,3,5,2,4,4,184,1,"SportsEvent",139,5,7.95,"Silver"
4,4,5,3,3,4,2,3,4,3,5,4,3,3,5,4,4,4,989,2,"Vacation",144,20.02,3.975,"NoStatus"
5,4,4,5,3,4,2,6,4,4,6,6,3,5,3,5,5,5,214,6,"Business",145.666666666667,35.71,5.13333333333333,"Platinum"
6,5,4,6,5,4,5,6,3,5,5,5,5,5,7,6,5,4,276,5,"Business",137,16.92,6.56,"Gold"
3,4,4,3,3,3,2,3,4,4,4,5,3,3,4,4,5,4,1063,6,"Concert",147.333333333333,7.1,5.13333333333333,"Silver"
5,4,6,4,3,4,3,5,4,4,3,4,2,3,4,3,2,4,1305,4,"OtherOrMixed",159,33.23,6.4625,"Silver"
5,5,5,4,4,5,4,4,3,3,3,4,4,4,6,4,2,4,273,4,"OtherOrMixed",159,26.39,10.2125,"NoStatus"
4,4,5,4,3,4,2,6,4,5,5,6,4,5,4,5,5,4,1845,1,"OtherOrMixed",169,5,0,"Gold"
5,4,2,4,3,6,4,5,5,3,5,4,3,3,3,5,6,3,1544,6,"Conference",152.333333333333,30.5,10.3,"Gold"
4,5,5,5,3,5,3,6,5,3,4,4,4,6,5,4,2,4,525,3,"OtherOrMixed",172.333333333333,5,10.9666666666667,"NoStatus"
4,3,3,3,3,3,3,5,4,3,3,4,2,3,3,5,5,4,206,3,"Business",159,5,5.3,"Silver"
4,3,5,4,2,4,2,5,5,4,5,5,4,5,4,5,6,2,3411,1,"Business",159,10,12.95,"Silver"
6,5,4,4,6,5,3,5,5,3,6,4,3,3,5,5,4,5,621,2,"OtherOrMixed",169,11.23,8.95,"Gold"
4,6,4,4,4,3,3,6,4,4,5,7,4,5,3,5,5,4,468,2,"Business",149,24.96,4.975,"Gold"
4,4,2,4,5,3,5,6,4,2,6,2,2,4,4,5,5,4,345,1,"Business",169,0,0,"Gold"
5,4,4,6,5,6,5,6,4,4,4,5,5,4,5,5,4,5,364,2,"Business",159,58.18,12.45,"Platinum"
3,4,2,2,2,3,4,2,4,3,3,4,4,4,4,2,3,3,1525,1,"SportsEvent",139,10,12.95,"NoStatus"
1,2,4,2,1,4,4,2,4,4,5,2,4,2,2,2,1,2,727,2,"SportsEvent",169,10,8.975,"NoStatus"
6,4,5,5,4,4,4,5,3,5,4,5,4,4,4,4,4,4,124,1,"Concert",129,10,7.95,"Gold"
6,6,5,4,4,4,4,6,4,3,6,6,5,3,4,6,4,4,297,1,"Business",119,102.93,7.95,"Platinum"
3,4,4,3,4,5,3,5,2,3,2,3,4,4,4,5,3,4,630,1,"Vacation",139,27.22,7.95,"NoStatus"
4,4,4,5,4,4,4,4,4,3,4,5,4,3,5,4,5,2,161,2,"Concert",159,10,0,"Silver"
4,5,2,5,5,6,5,6,5,3,3,4,4,5,5,4,5,4,128,7,"Business",151.857142857143,50.65,3.40714285714286,"Silver"
3,2,2,3,2,4,3,5,4,2,2,4,4,3,5,5,6,4,280,6,"OtherOrMixed",154,7.65,9.8,"Silver"
5,3,3,3,4,4,3,4,3,5,3,4,5,4,4,3,4,3,744,6,"Vacation",147.333333333333,11.67,8.475,"NoStatus"
3,4,3,4,3,3,3,6,4,3,4,4,5,5,5,4,4,4,1240,2,"Concert",149,10,14.95,"Gold"
3,4,4,4,2,6,4,5,4,4,4,4,3,4,4,5,5,4,51,6,"Business",142.333333333333,32.11,1.325,"NoStatus"
4,4,4,4,5,6,3,6,4,4,5,5,4,4,3,3,2,4,6994,3,"SportsEvent",169,5,10.3,"Silver"
2,3,4,3,4,4,4,3,3,3,4,2,1,4,3,4,3,3,120,4,"Vacation",159,53.93,8.2,"NoStatus"
6,6,5,6,5,4,3,5,3,5,5,7,3,5,4,3,2,6,215,5,"OtherOrMixed",151,43.22,5.76,"NoStatus"
4,3,5,3,3,5,2,5,1,5,5,4,3,4,3,4,4,3,398,5,"Concert",155,10,3.58,"Platinum"
3,3,2,2,2,3,3,2,2,3,1,3,1,5,3,2,1,3,180,3,"SportsEvent",162.333333333333,10.79,11.95,"NoStatus"
5,4,4,5,3,5,3,4,5,4,4,5,4,4,4,5,5,4,263,1,"SportsEvent",159,10,12.95,"Gold"
4,4,4,4,3,5,4,4,5,3,5,4,5,3,6,4,4,4,1821,5,"Conference",167,5,6.56,"Gold"
6,4,4,4,2,5,4,5,4,4,7,5,5,3,5,6,5,4,223,6,"Business",162.333333333333,14.44,6.45833333333333,"Platinum"
4,5,4,5,5,6,2,4,4,4,4,5,5,3,5,5,5,5,274,2,"Concert",139,5,13.95,"Gold"
6,4,4,5,5,4,4,5,5,4,6,5,5,4,6,5,4,6,1531,3,"Business",142.333333333333,48.3,9.96666666666667,"Gold"
3,2,3,2,3,4,2,2,3,4,4,4,1,4,2,3,3,3,474,2,"SportsEvent",169,21.97,3.975,"NoStatus"
6,5,6,5,3,5,3,5,4,3,3,6,4,5,5,4,4,4,100,3,"Concert",132.333333333333,28.32,5,"Silver"
6,4,4,5,4,5,4,5,4,5,5,7,5,5,6,4,4,4,677,8,"Business",146.5,34.56,7.45625,"Platinum"
4,5,5,6,4,4,3,3,4,5,4,6,6,5,7,3,2,5,498,2,"OtherOrMixed",134,10,13.95,"Silver"
2,3,3,3,4,4,2,4,6,3,4,6,3,2,4,4,4,4,2071,3,"Vacation",145.666666666667,19.01,5.96666666666667,"NoStatus"
4,4,5,3,3,4,5,5,5,4,5,4,5,3,6,4,5,5,445,9,"Business",160.111111111111,10,7.53333333333333,"Platinum"
4,3,3,3,3,3,5,3,3,4,4,5,4,3,5,3,2,2,177,14,"OtherOrMixed",167.571428571429,31.49,9.40357142857143,"NoStatus"
3,3,3,4,3,4,3,5,4,3,4,5,4,5,3,4,4,4,750,4,"Conference",139,27.67,8.725,"Gold"
5,3,5,4,4,5,5,4,5,2,3,4,4,3,3,4,4,3,357,1,"Business",199,5,0,"Gold"
3,4,4,5,4,6,5,6,3,4,3,3,5,3,5,4,4,3,110,6,"Business",152.333333333333,10,4.8,"Silver"
3,2,3,4,5,5,4,5,3,3,3,3,5,4,6,4,5,5,4525,6,"OtherOrMixed",147.333333333333,7.99,8.30833333333333,"NoStatus"
5,4,2,3,2,4,2,4,4,2,4,4,4,3,3,4,3,4,481,2,"Vacation",134,50.94,0,"NoStatus"
2,2,2,3,3,4,3,4,3,3,5,2,3,5,5,6,5,5,1840,22,"Business",158.090909090909,22.44,4.51590909090909,"Gold"
4,4,4,4,5,5,2,5,4,4,3,6,6,5,6,5,4,5,200,3,"Business",179,74.73,10.9666666666667,"Gold"
5,5,5,5,6,6,4,4,5,4,2,4,4,6,4,3,2,4,190,5,"OtherOrMixed",151,21.11,10.57,"Silver"
4,5,4,4,2,4,3,4,6,5,5,5,4,5,3,3,4,4,129,2,"Vacation",149,10,7.95,"Silver"
5,4,2,2,4,3,4,3,4,3,4,4,4,3,4,3,2,6,972,3,"SportsEvent",142.333333333333,10.86,12.6166666666667,"NoStatus"
6,5,4,5,5,4,4,6,4,5,5,5,6,5,5,5,4,6,4159,1,"Business",149,15,0,"Gold"
5,3,2,4,3,3,3,5,4,3,4,5,4,6,4,5,5,3,157,1,"SportsEvent",129,32.77,5,"Silver"
4,3,5,3,4,5,4,3,2,3,2,4,3,3,4,3,4,3,393,6,"SportsEvent",145.666666666667,14.85,6.65833333333333,"NoStatus"
5,4,3,5,5,6,4,6,5,5,4,7,5,5,5,5,4,3,246,5,"Concert",151,49.79,0.99,"Silver"
4,5,4,5,5,3,5,4,4,5,4,3,3,5,4,4,2,3,536,2,"OtherOrMixed",144,10,5,"NoStatus"
3,3,4,5,3,5,3,4,5,2,4,6,5,4,6,4,4,4,1107,1,"Concert",139,0,12.95,"Silver"
5,5,3,5,3,2,4,4,3,3,5,6,6,5,6,5,3,3,407,4,"Business",149,5.28,4.475,"Silver"
3,5,2,3,2,5,4,3,4,4,5,5,3,2,3,3,2,3,120,1,"Concert",139,5,9.95,"NoStatus"
5,5,5,6,6,7,4,5,4,3,6,7,6,2,6,4,4,6,1098,1,"SportsEvent",139,18.92,9.95,"NoStatus"
5,7,4,5,5,5,5,5,4,4,3,5,4,5,4,2,5,4,1702,3,"SportsEvent",145.666666666667,10,7.65,"NoStatus"
3,4,4,3,3,4,3,3,4,4,2,5,3,4,3,3,3,4,3968,2,"SportsEvent",149,10,4.975,"NoStatus"
4,5,4,4,3,4,4,3,3,5,2,3,5,4,3,3,4,4,609,3,"Vacation",159,19.78,5.96666666666667,"NoStatus"
4,4,5,4,5,3,3,5,3,4,2,4,3,4,5,5,4,5,1554,1,"Concert",139,10,9.95,"Silver"
4,4,4,5,4,5,4,4,3,4,3,5,3,5,4,4,4,4,1577,4,"Vacation",136.5,10,1.9875,"NoStatus"
4,5,4,5,4,5,2,5,4,4,3,5,5,4,5,4,4,5,186,4,"SportsEvent",159,73.22,8.225,"NoStatus"
5,5,5,5,4,6,4,4,4,4,4,6,6,5,5,6,6,5,175,6,"Concert",149,16.88,9.64166666666667,"Silver"
3,4,4,4,5,7,3,3,3,4,4,4,4,6,4,3,2,3,1264,6,"Business",160.666666666667,14.71,6.29166666666667,"Silver"
3,4,5,3,4,5,4,2,4,2,3,2,1,4,3,2,2,3,586,2,"SportsEvent",179,5,5,"NoStatus"
3,3,3,3,3,3,2,4,4,3,5,5,4,4,3,5,3,6,1086,3,"OtherOrMixed",142.333333333333,14.76,2.65,"Silver"
5,5,3,2,4,2,4,3,3,6,1,5,4,5,5,3,1,4,419,4,"SportsEvent",154,15,3.975,"NoStatus"
3,3,3,3,3,4,4,3,5,3,3,6,3,5,5,4,3,1,1734,2,"SportsEvent",174,17.38,7.95,"NoStatus"
5,4,5,4,5,3,5,5,4,4,3,3,3,6,4,4,4,3,280,5,"Business",145,39.22,1.98,"Gold"
2,5,3,4,3,3,3,6,1,3,3,5,2,3,4,5,6,3,170,3,"Business",149,64.14,5.96666666666667,"Platinum"
2,4,4,3,3,3,5,6,6,3,5,4,3,2,4,5,5,2,126,2,"Vacation",149,10,4.975,"Silver"
4,4,2,6,6,4,4,5,3,4,4,4,6,4,6,5,5,4,743,4,"Conference",151.5,22.84,5.2125,"Platinum"
3,4,4,3,4,4,3,3,3,4,4,4,4,3,5,3,2,4,399,3,"SportsEvent",142.333333333333,63.5,5.3,"Silver"
5,5,5,4,3,6,3,6,2,4,6,5,5,3,5,5,5,4,1477,11,"Business",159,13.24,5.42272727272727,"Platinum"
2,4,4,1,2,3,3,2,2,3,3,4,3,3,4,2,3,2,221,3,"SportsEvent",152.333333333333,5,3.31666666666667,"NoStatus"
3,4,3,5,3,5,4,5,4,5,5,5,4,4,6,4,5,5,571,1,"Business",149,88.93,5,"Platinum"
5,4,3,3,3,5,5,4,2,4,2,2,4,2,5,4,5,4,402,6,"Concert",167.333333333333,25.98,5.96666666666667,"NoStatus"
4,5,4,4,4,4,2,2,5,3,3,5,4,4,5,4,2,3,381,2,"SportsEvent",169,5,9.975,"NoStatus"
5,3,5,5,4,3,4,4,3,4,4,3,6,5,5,4,5,3,190,3,"OtherOrMixed",159,29.98,8.61666666666667,"Silver"
3,5,4,3,3,5,3,4,4,3,2,5,5,3,5,4,3,4,531,2,"Conference",139,5,7.475,"Gold"
5,4,2,4,4,4,2,3,4,4,4,6,6,6,5,3,2,4,1992,11,"SportsEvent",143.545454545455,31.46,2.53181818181818,"Gold"
4,3,3,4,5,2,5,5,3,3,5,4,4,5,4,4,4,4,2434,5,"Vacation",159,31.36,4.17,"NoStatus"
3,4,3,4,4,6,3,4,5,5,4,5,4,4,4,5,4,3,1921,2,"OtherOrMixed",159,10,5,"Silver"
4,4,4,3,3,3,2,5,5,4,6,4,3,3,5,5,7,4,101,1,"Business",159,82.23,5,"Gold"
3,6,4,6,6,4,5,6,2,3,5,4,6,6,6,5,5,4,328,2,"Business",129,48.08,5,"Platinum"
3,3,2,2,3,4,4,4,4,3,3,4,3,3,4,3,2,1,764,1,"Vacation",139,5,9.95,"NoStatus"
6,4,4,4,4,6,4,4,5,2,4,5,5,4,7,5,5,4,1290,5,"Business",159,37.7,12.75,"NoStatus"
5,5,4,5,3,5,6,4,2,2,3,4,3,3,4,4,5,6,245,3,"Concert",159,10,8.31666666666667,"Silver"
3,4,4,5,5,5,5,5,4,4,5,4,4,4,7,4,4,4,599,3,"Business",159,31.82,7.65,"Silver"
4,4,3,2,2,3,3,3,5,4,4,5,4,3,3,4,4,3,712,6,"Concert",150.666666666667,27.17,4.30833333333333,"NoStatus"
4,4,4,4,3,3,1,4,5,6,4,6,5,6,4,2,3,4,259,5,"Vacation",143,21.41,4.57,"NoStatus"
7,5,5,3,3,4,5,4,3,3,4,3,4,4,4,5,2,4,303,2,"Concert",154,5,2.475,"Gold"
5,5,5,5,4,5,4,4,5,3,4,5,6,5,5,4,4,4,289,3,"SportsEvent",159,5.46,5.3,"Silver"
5,5,4,4,5,6,4,5,3,6,4,3,4,3,5,4,3,4,896,1,"Concert",139,10,9.95,"NoStatus"
4,4,3,4,5,4,5,5,4,1,4,3,4,4,3,4,5,4,462,4,"Business",166.5,0,10.7125,"Gold"
4,4,4,3,3,5,2,4,2,6,3,4,4,5,3,4,3,4,253,4,"Conference",169,40.49,6.9625,"NoStatus"
4,4,4,5,3,5,5,5,5,5,4,5,3,6,4,4,5,5,94,5,"Concert",161,22.65,8.98,"NoStatus"
4,3,4,5,4,5,4,5,3,2,4,4,5,6,5,3,3,4,1123,9,"Concert",153.444444444444,25.09,9.30555555555556,"Gold"
2,3,3,2,3,4,3,4,3,3,2,4,4,4,3,3,4,2,215,1,"SportsEvent",139,5,0,"Silver"
5,4,3,4,3,3,2,5,4,3,6,4,3,5,4,6,5,3,1114,12,"Concert",163.166666666667,42.08,5.38333333333333,"Silver"
5,4,4,4,2,4,4,2,2,3,3,4,4,4,4,4,4,2,158,21,"SportsEvent",149.47619047619,24.54,4.96666666666667,"Silver"
4,3,4,4,3,7,5,5,3,4,2,3,3,5,3,4,4,4,220,1,"Business",129,5,4.95,"Gold"
